"hit_id","hit_timestamp","visitor_id","visit_id","pagename","product_list","purchase_id","event_name","event_date","season_year","game_number","season_id"
"15369517606966205945407148521163571711","2026-06-11 15:36:32","2085064553594873746-1811129100061752890-Web","2085064553594873746-1811129100061752890-Web-8-1781206277","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 06/21/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0621","2026-06-21",2026,65,569
"84482839663796677697328175863980849566","2026-01-16 22:06:07","3589451695782470833-5223150656833840731-Web","3589451695782470833-5223150656833840731-Web-5-1768619167","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 03/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0329","2026-03-29",2026,3,569
"75774154834897451074615954526610722978","2026-01-16 22:08:25","3589451695782470833-5223150656833840731-Web","3589451695782470833-5223150656833840731-Web-5-1768619167","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 03/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0329","2026-03-29",2026,3,569
"94510665809982154483275332525996045667","2026-04-21 15:45:04","9102867309204458015-8444897338959266401-Web","9102867309204458015-8444897338959266401-Web-3-1776800704","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Toronto Blue Jays on 04/27/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0427","2026-04-27",2026,29,569
"31800912351214104521584122063111584285","2026-04-21 15:47:27","9102867309204458015-8444897338959266401-Web","9102867309204458015-8444897338959266401-Web-3-1776800704","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Toronto Blue Jays on 04/27/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0427","2026-04-27",2026,29,569
"80424001130226695006524496332909350009","2026-04-21 15:45:58","9102867309204458015-8444897338959266401-Web","9102867309204458015-8444897338959266401-Web-3-1776800704","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Toronto Blue Jays on 04/27/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0427","2026-04-27",2026,29,569
"91226392660602269481267734197377751872","2026-06-05 13:54:00","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"52591040241904567326427962864260713942","2026-06-05 13:56:40","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"07115990200765112446693716652942977515","2026-06-05 13:58:20","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"86507328120249411460743887851258391567","2026-06-05 13:59:45","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"61351393567472698322183838949714471092","2026-06-05 13:57:32","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"90115220557658332694149711734620109970","2026-06-05 14:02:10","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"54844915374491798183273809989134218642","2026-06-05 14:03:06","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"72222564330355244179160496724855252002","2026-06-05 13:56:48","8273377563516156131-6066910578263272235-Web","8273377563516156131-6066910578263272235-Web-4-1780682040","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. San Diego Padres on 06/29/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0629","2026-06-29",2026,71,569
"56713685709295980975911294148051999291","2026-04-19 17:57:38","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"08078095950530058917483470504623314555","2026-04-19 17:58:55","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"49694742282192918082238683214142510978","2026-04-19 17:58:56","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"88616937736576839265617868584337994335","2026-04-19 18:06:29","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"16233149018833309364568335552836544343","2026-04-19 18:06:02","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"73600845984785655541352220327358664267","2026-04-19 18:02:58","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"95953844053815957011190658677269465919","2026-04-19 18:08:02","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"72291378867421051697971264271133376110","2026-04-19 18:18:24","3928042874479467343-4553654148974426743-Web","3928042874479467343-4553654148974426743-Web-9-1776635858","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 05/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0520","2026-05-20",2026,45,569
"18659967868467089940710144841639021320","2026-04-11 16:15:58","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"43420742193035791335701596460528183335","2026-04-11 16:18:37","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"03607575934761178978503096251745288390","2026-04-11 16:18:28","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"80926461110268090987770451764803457585","2026-04-11 16:18:58","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"08472927049701656597065059316746030379","2026-04-11 16:18:18","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"74742957676172825702482792510814004952","2026-04-11 16:18:33","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"03001829764301612253149374154602111598","2026-04-11 16:29:28","0091044775942160283-6024853813121394076-Web","0091044775942160283-6024853813121394076-Web-4-1775938558","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Cincinnati Reds on 04/20/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0420","2026-04-20",2026,22,569
"40578385031312833146727912741181240062","2026-03-27 19:31:05","2048659259778288379-4089557482426707198-Web","2048659259778288379-4089557482426707198-Web-1-1774654265","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 04/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0414","2026-04-14",2026,16,569
"79670400158057824652753288117273591540","2026-03-27 19:31:53","2048659259778288379-4089557482426707198-Web","2048659259778288379-4089557482426707198-Web-1-1774654265","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 04/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0414","2026-04-14",2026,16,569
"58103499739829701780217650586878060229","2026-03-27 19:36:37","2048659259778288379-4089557482426707198-Web","2048659259778288379-4089557482426707198-Web-1-1774654265","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 04/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0414","2026-04-14",2026,16,569
"94540708046750627743161114093837727250","2026-03-27 19:32:29","2048659259778288379-4089557482426707198-Web","2048659259778288379-4089557482426707198-Web-1-1774654265","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 04/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0414","2026-04-14",2026,16,569
"87890413919417779309858681100071230708","2026-03-04 13:35:58","4137795740709506604-8902509638839886134-Web","4137795740709506604-8902509638839886134-Web-3-1772649358","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 04/13/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0413","2026-04-13",2026,15,569
"78368234886176071899761406109517311949","2026-03-04 13:38:14","4137795740709506604-8902509638839886134-Web","4137795740709506604-8902509638839886134-Web-3-1772649358","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 04/13/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0413","2026-04-13",2026,15,569
"94862009787721619733868434919892240280","2026-03-09 19:19:10","8647194723884660020-5510018083497184193-Web","8647194723884660020-5510018083497184193-Web-7-1773098350","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 04/15/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0415","2026-04-15",2026,17,569
"75559970533510420614931892839542892565","2026-03-09 19:21:58","8647194723884660020-5510018083497184193-Web","8647194723884660020-5510018083497184193-Web-7-1773098350","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 04/15/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0415","2026-04-15",2026,17,569
"02031264271620055583455540444433411098","2026-03-09 19:19:54","8647194723884660020-5510018083497184193-Web","8647194723884660020-5510018083497184193-Web-7-1773098350","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 04/15/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0415","2026-04-15",2026,17,569
"51449049139342409057856958026235511489","2026-06-15 16:17:14","0764591122179448964-8307724453217220580-Web","0764591122179448964-8307724453217220580-Web-7-1781554634","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 07/04/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0704","2026-07-04",2026,75,569
"16469259444192134426026763868987157611","2026-06-15 16:18:13","0764591122179448964-8307724453217220580-Web","0764591122179448964-8307724453217220580-Web-7-1781554634","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 07/04/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0704","2026-07-04",2026,75,569
"03221012662552267007016069094392286128","2026-06-15 16:20:56","0764591122179448964-8307724453217220580-Web","0764591122179448964-8307724453217220580-Web-7-1781554634","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 07/04/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0704","2026-07-04",2026,75,569
"97322560323209006917838344811210274302","2026-03-02 18:02:12","8286026526102469484-6510797760730942265-Web","8286026526102469484-6510797760730942265-Web-5-1772492532","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 04/04/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0404","2026-04-04",2026,8,569
"42717479540632127223433337454874764438","2026-03-02 18:04:21","8286026526102469484-6510797760730942265-Web","8286026526102469484-6510797760730942265-Web-5-1772492532","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 04/04/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0404","2026-04-04",2026,8,569
"66250913779480661630785577036168038191","2026-05-12 11:21:32","8025622573967267701-2685766778441659819-Web","8025622573967267701-2685766778441659819-Web-6-1778599292","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 06/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0614","2026-06-14",2026,61,569
"25853299709640055155810188116674487521","2026-05-12 11:23:31","8025622573967267701-2685766778441659819-Web","8025622573967267701-2685766778441659819-Web-6-1778599292","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 06/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0614","2026-06-14",2026,61,569
"97538998975168864846716705657564666506","2026-05-12 11:25:04","8025622573967267701-2685766778441659819-Web","8025622573967267701-2685766778441659819-Web-6-1778599292","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 06/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0614","2026-06-14",2026,61,569
"13043130715784592312590913607327898995","2026-05-08 13:43:07","3757712048207488119-5526068004414893696-Web","3757712048207488119-5526068004414893696-Web-7-1778262187","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 05/13/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0513","2026-05-13",2026,40,569
"28014127736608547308395390933217078450","2026-05-08 13:43:31","3757712048207488119-5526068004414893696-Web","3757712048207488119-5526068004414893696-Web-7-1778262187","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Arizona Diamondbacks on 05/13/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0513","2026-05-13",2026,40,569
"56928181087215737545814774559330962016","2026-05-10 15:23:54","1168987578657415321-0281211422736042647-Web","1168987578657415321-0281211422736042647-Web-3-1778441034","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Los Angeles Dodgers on 05/31/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0531","2026-05-31",2026,53,569
"50510480564311327449013923311409561107","2026-05-10 15:25:50","1168987578657415321-0281211422736042647-Web","1168987578657415321-0281211422736042647-Web-3-1778441034","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Los Angeles Dodgers on 05/31/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0531","2026-05-31",2026,53,569
"34332976204985849724893540881691672927","2026-05-10 15:26:00","1168987578657415321-0281211422736042647-Web","1168987578657415321-0281211422736042647-Web-3-1778441034","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Los Angeles Dodgers on 05/31/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0531","2026-05-31",2026,53,569
"55530845183142130392653378076392857675","2026-05-10 15:24:42","1168987578657415321-0281211422736042647-Web","1168987578657415321-0281211422736042647-Web-3-1778441034","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Los Angeles Dodgers on 05/31/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0531","2026-05-31",2026,53,569
"25839672901780147611317747368202114414","2026-04-11 15:01:44","9024851358735073414-6058016789040010488-Web","9024851358735073414-6058016789040010488-Web-5-1775934104","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 06/21/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0621","2026-06-21",2026,65,569
"18608398459518090163878030432818538641","2026-04-11 15:03:51","9024851358735073414-6058016789040010488-Web","9024851358735073414-6058016789040010488-Web-5-1775934104","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Chicago Cubs on 06/21/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0621","2026-06-21",2026,65,569
"95628600636842088384710001380408508265","2026-05-26 15:34:23","3241663605150521930-6470598409455725048-Web","3241663605150521930-6470598409455725048-Web-3-1779824063","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 06/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0614","2026-06-14",2026,61,569
"63757154292535919945877011099897611252","2026-05-26 15:35:39","3241663605150521930-6470598409455725048-Web","3241663605150521930-6470598409455725048-Web-3-1779824063","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Colorado Rockies on 06/14/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0614","2026-06-14",2026,61,569
"69079554012344281331605683653509127737","2026-06-12 18:21:12","4254597578841600891-9223528388950646537-Web","4254597578841600891-9223528388950646537-Web-4-1781302872","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 07/10/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0710","2026-07-10",2026,80,569
"84320175397867274112973148892950907279","2026-06-12 18:23:16","4254597578841600891-9223528388950646537-Web","4254597578841600891-9223528388950646537-Web-4-1781302872","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Milwaukee Brewers on 07/10/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0710","2026-07-10",2026,80,569
"82954018255124693972313954179744814860","2026-03-22 16:19:41","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
"78266524068238056778089191451172046777","2026-03-22 16:21:43","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
"01818544818567798693300282039519440128","2026-03-22 16:24:29","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
"14197436779971912601674892036891595867","2026-03-22 16:28:02","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
"11258754368195228206453655163460874379","2026-03-22 16:21:41","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
"29817139140146454163212465669484558511","2026-03-22 16:29:11","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
"34499679177765264736137416550246516317","2026-03-22 16:25:53","2498986671054276486-7483856067862561699-Web","2498986671054276486-7483856067862561699-Web-8-1774210781","Ticketmaster: Event Detail","Atlanta Braves;Atlanta Braves vs. Pittsburgh Pirates on 04/02/2026;;;;106=::hash::0|147=::hash::0|1335=::hash::0",NA,"E6BB0402","2026-04-02",2026,6,569
