"data_category","action","action_name","column_name","event_name","seat_location","old_value","new_value","upd_user","upd_datetime"
"Reclass","U","Update","Hold Class","E6BB0330","316/8/8-11","HOLD","COMP","BRA501","2026-03-19 13:55:51.470"
"Reclass","U","Update","Hold Class","E6BB0330","312/5/19-24","HOLD","DIST-OPEN","BRA509","2026-01-18 04:22:32.361"
"Reclass","U","Update","Hold Class","E6BB0330","216/5/3-3","HOLD","DIST-OPEN","BRA507","2025-12-06 05:26:45.781"
"Reclass","U","Update","Hold Class","E6BB0330","207/9/5-13","DIST-OPEN","HOLD","BRA505","2026-02-02 01:45:36.402"
"Reclass","U","Update","Hold Class","E6BB0330","314/8/2-5","HOLD","DIST-OPEN","BRA503","2026-02-18 17:59:36.517"
"Reclass","U","Update","Hold Class","E6BB0330","119/7/11-12","SEASON","DIST-OPEN","BRA503","2025-11-29 12:56:30.664"
"Reclass","U","Update","Hold Class","E6BB0330","106/9/3-4","DIST-OPEN","HOLD","BRA507","2026-01-02 11:41:00.959"
"Reclass","U","Update","Hold Class","E6BB0330","317/5/15-23","GROUP","DIST-OPEN","BRA500","2026-03-06 05:48:11.041"
"Reclass","U","Update","Hold Class","E6BB0330","116/2/11-11","DIST-OPEN","HOLD","BRA508","2026-01-26 15:39:39.922"
"Reclass","U","Update","Hold Class","E6BB0330","111/4/7-14","HOLD","DIST-OPEN","BRA506","2026-03-10 00:57:45.806"
"Reclass","U","Update","Hold Class","E6BB0330","116/4/1-2","GROUP","DIST-OPEN","BRA502","2026-02-14 20:49:05.831"
"Reclass","U","Update","Hold Class","E6BB0330","319/9/3-9","HOLD","DIST-OPEN","BRA501","2025-12-16 05:42:09.675"
"Reclass","U","Update","Hold Class","E6BB0330","319/4/20-23","DIST-OPEN","HOLD","BRA501","2026-03-29 05:04:35.248"
"Reclass","U","Update","Hold Class","E6BB0330","116/2/7-14","GROUP","DIST-OPEN","BRA503","2026-01-12 16:14:21.972"
"Reclass","U","Update","Hold Class","E6BB0330","215/8/7-9","DIST-OPEN","HOLD","BRA502","2026-02-06 07:19:41.286"
"Reclass","U","Update","Hold Class","E6BB0330","205/10/14-21","GROUP","DIST-OPEN","BRA504","2025-11-19 10:37:34.334"
"Reclass","U","Update","Hold Class","E6BB0330","116/9/17-18","SEASON","DIST-OPEN","BRA501","2026-01-09 01:03:43.326"
"Reclass","U","Update","Hold Class","E6BB0330","310/1/18-18","GROUP","DIST-OPEN","BRA503","2025-12-14 15:38:05.185"
"Reclass","U","Update","Hold Class","E6BB0330","211/2/8-16","GROUP","DIST-OPEN","BRA502","2025-12-18 19:11:25.697"
"Reclass","U","Update","Hold Class","E6BB0330","307/2/17-23","DIST-OPEN","HOLD","BRA503","2025-11-12 12:42:54.642"
"Reclass","U","Update","Hold Class","E6BB0330","213/4/6-9","GROUP","DIST-OPEN","BRA504","2025-11-13 07:03:23.956"
"Reclass","U","Update","Hold Class","E6BB0330","310/8/15-20","SEASON","DIST-OPEN","BRA506","2026-02-23 02:19:35.447"
"Reclass","U","Update","Hold Class","E6BB0330","318/6/20-25","HOLD","COMP","BRA506","2026-03-13 08:50:34.523"
"Reclass","U","Update","Hold Class","E6BB0330","115/3/3-11","HOLD","COMP","BRA502","2026-02-09 09:08:00.870"
"Reclass","U","Update","Hold Class","E6BB0330","203/5/5-12","HOLD","COMP","BRA510","2025-12-05 09:46:27.524"
"Reclass","U","Update","Hold Class","E6BB0401","410/9/17-17","DIST-OPEN","HOLD","BRA508","2026-01-27 07:38:50.239"
"Reclass","U","Update","Hold Class","E6BB0401","402/5/16-22","DIST-OPEN","HOLD","BRA510","2025-12-15 23:53:33.940"
"Reclass","U","Update","Hold Class","E6BB0401","102/8/14-16","GROUP","DIST-OPEN","BRA501","2025-12-28 16:06:20.623"
"Reclass","U","Update","Hold Class","E6BB0401","320/9/9-17","DIST-OPEN","HOLD","BRA509","2026-02-16 10:12:17.345"
"Reclass","U","Update","Hold Class","E6BB0401","110/4/7-9","SEASON","DIST-OPEN","BRA500","2026-01-15 01:13:46.621"
"Reclass","U","Update","Hold Class","E6BB0401","205/2/16-19","DIST-OPEN","HOLD","BRA507","2025-12-13 04:28:23.853"
"Reclass","U","Update","Hold Class","E6BB0401","216/2/11-13","DIST-OPEN","HOLD","BRA510","2025-12-08 20:53:04.757"
"Reclass","U","Update","Hold Class","E6BB0401","303/3/1-1","HOLD","DIST-OPEN","BRA500","2026-02-01 12:22:06.235"
"Reclass","U","Update","Hold Class","E6BB0401","210/10/13-16","GROUP","DIST-OPEN","BRA508","2025-12-13 08:24:21.215"
"Reclass","U","Update","Hold Class","E6BB0401","407/9/3-8","DIST-OPEN","HOLD","BRA503","2025-12-16 00:43:02.360"
"Reclass","U","Update","Hold Class","E6BB0401","408/7/3-8","SEASON","DIST-OPEN","BRA506","2026-01-26 07:49:39.458"
"Reclass","U","Update","Hold Class","E6BB0401","401/2/6-8","HOLD","COMP","BRA505","2025-11-19 04:46:36.797"
"Reclass","U","Update","Hold Class","E6BB0402","104/5/5-5","GROUP","DIST-OPEN","BRA500","2026-01-03 11:07:48.956"
"Reclass","U","Update","Hold Class","E6BB0402","202/6/5-10","HOLD","COMP","BRA501","2025-12-07 14:52:04.122"
"Reclass","U","Update","Hold Class","E6BB0402","111/10/6-12","HOLD","COMP","BRA510","2025-11-30 04:07:07.941"
"Reclass","U","Update","Hold Class","E6BB0402","120/5/16-20","HOLD","COMP","BRA503","2026-02-13 07:24:06.310"
"Reclass","U","Update","Hold Class","E6BB0402","312/3/4-12","SEASON","DIST-OPEN","BRA508","2025-12-03 09:13:27.144"
"Reclass","U","Update","Hold Class","E6BB0402","113/1/9-14","HOLD","COMP","BRA501","2025-11-30 15:13:52.127"
"Reclass","U","Update","Hold Class","E6BB0402","319/10/8-14","SEASON","DIST-OPEN","BRA508","2026-02-13 00:54:10.207"
"Reclass","U","Update","Hold Class","E6BB0402","208/2/8-9","DIST-OPEN","HOLD","BRA510","2026-01-13 16:37:48.482"
"Reclass","U","Update","Hold Class","E6BB0402","409/6/5-5","DIST-OPEN","HOLD","BRA506","2026-02-26 16:34:11.463"
"Reclass","U","Update","Hold Class","E6BB0402","206/7/9-15","DIST-OPEN","HOLD","BRA505","2025-11-18 05:00:34.544"
"Reclass","U","Update","Hold Class","E6BB0402","215/10/13-15","GROUP","DIST-OPEN","BRA508","2025-12-18 15:49:06.030"
"Reclass","U","Update","Hold Class","E6BB0402","213/9/3-6","HOLD","COMP","BRA510","2025-12-21 23:46:28.481"
"Reclass","U","Update","Hold Class","E6BB0402","303/7/14-18","SEASON","DIST-OPEN","BRA504","2026-02-19 11:09:28.625"
"Reclass","U","Update","Hold Class","E6BB0402","307/3/1-6","HOLD","DIST-OPEN","BRA503","2026-01-06 02:59:24.701"
"Reclass","U","Update","Hold Class","E6BB0402","108/7/20-21","HOLD","DIST-OPEN","BRA508","2025-12-27 13:03:56.077"
"Reclass","U","Update","Hold Class","E6BB0402","205/5/15-17","HOLD","COMP","BRA504","2026-01-22 22:58:44.304"
"Reclass","U","Update","Hold Class","E6BB0402","314/2/13-14","HOLD","DIST-OPEN","BRA507","2026-01-09 18:28:56.669"
"Reclass","U","Update","Hold Class","E6BB0402","119/2/20-21","GROUP","DIST-OPEN","BRA509","2026-01-11 18:52:46.867"
"Reclass","U","Update","Hold Class","E6BB0402","403/9/15-23","HOLD","DIST-OPEN","BRA505","2026-03-21 12:21:09.456"
"Reclass","U","Update","Hold Class","E6BB0402","304/2/3-7","HOLD","COMP","BRA505","2026-02-08 15:37:24.138"
"Reclass","U","Update","Hold Class","E6BB0402","117/2/7-11","HOLD","COMP","BRA508","2025-11-15 13:40:30.701"
"Reclass","U","Update","Hold Class","E6BB0402","109/2/10-11","SEASON","DIST-OPEN","BRA503","2026-01-15 15:38:33.143"
"Reclass","U","Update","Hold Class","E6BB0402","115/9/6-12","HOLD","COMP","BRA509","2025-12-10 22:56:38.181"
"Reclass","U","Update","Hold Class","E6BB0402","215/7/13-15","HOLD","DIST-OPEN","BRA507","2026-03-31 03:33:30.237"
"Reclass","U","Update","Hold Class","E6BB0403","319/6/15-19","HOLD","DIST-OPEN","BRA504","2026-03-06 03:54:41.030"
"Reclass","U","Update","Hold Class","E6BB0403","108/10/11-19","DIST-OPEN","HOLD","BRA503","2026-01-21 06:30:09.832"
"Reclass","U","Update","Hold Class","E6BB0403","217/4/9-13","SEASON","DIST-OPEN","BRA507","2026-02-11 10:13:47.750"
"Reclass","U","Update","Hold Class","E6BB0403","114/9/2-5","SEASON","DIST-OPEN","BRA507","2026-03-11 00:51:20.793"
"Reclass","U","Update","Hold Class","E6BB0403","112/6/6-12","HOLD","COMP","BRA504","2025-12-19 21:59:55.584"
"Reclass","U","Update","Hold Class","E6BB0403","410/4/3-11","GROUP","DIST-OPEN","BRA501","2025-11-27 17:04:29.245"
"Reclass","U","Update","Hold Class","E6BB0403","219/8/12-12","HOLD","COMP","BRA505","2026-01-19 14:08:03.678"
"Reclass","U","Update","Hold Class","E6BB0403","114/10/7-12","GROUP","DIST-OPEN","BRA505","2026-03-25 12:50:37.588"
"Reclass","U","Update","Hold Class","E6BB0403","301/8/17-19","DIST-OPEN","HOLD","BRA500","2026-03-05 12:49:54.332"
"Reclass","U","Update","Hold Class","E6BB0403","403/1/3-3","HOLD","DIST-OPEN","BRA504","2025-12-29 04:28:29.099"
"Reclass","U","Update","Hold Class","E6BB0403","113/9/9-9","DIST-OPEN","HOLD","BRA505","2026-03-10 15:21:24.796"
"Reclass","U","Update","Hold Class","E6BB0403","118/7/12-17","GROUP","DIST-OPEN","BRA504","2025-12-03 18:55:07.474"
"Reclass","U","Update","Hold Class","E6BB0403","101/8/4-12","HOLD","COMP","BRA509","2026-02-22 17:22:49.510"
"Reclass","U","Update","Hold Class","E6BB0403","213/10/14-19","HOLD","DIST-OPEN","BRA500","2026-03-09 12:02:52.885"
"Reclass","U","Update","Hold Class","E6BB0403","201/4/11-17","HOLD","DIST-OPEN","BRA505","2026-04-01 22:14:39.553"
"Reclass","U","Update","Hold Class","E6BB0403","104/1/7-13","GROUP","DIST-OPEN","BRA503","2026-03-13 14:25:30.549"
"Reclass","U","Update","Hold Class","E6BB0403","109/9/17-23","SEASON","DIST-OPEN","BRA502","2026-01-23 23:34:47.765"
"Reclass","U","Update","Hold Class","E6BB0403","118/1/8-8","HOLD","COMP","BRA502","2026-01-16 07:46:43.321"
"Reclass","U","Update","Hold Class","E6BB0403","317/6/4-9","SEASON","DIST-OPEN","BRA502","2026-01-30 20:56:39.363"
"Reclass","U","Update","Hold Class","E6BB0403","107/7/8-8","GROUP","DIST-OPEN","BRA510","2026-03-11 05:24:47.404"
"Reclass","U","Update","Hold Class","E6BB0403","301/1/12-20","DIST-OPEN","HOLD","BRA502","2026-02-05 12:58:44.792"
"Reclass","U","Update","Hold Class","E6BB0403","214/1/18-25","SEASON","DIST-OPEN","BRA504","2025-12-02 00:03:18.118"
"Reclass","U","Update","Hold Class","E6BB0403","406/7/6-11","GROUP","DIST-OPEN","BRA508","2026-03-13 04:52:52.694"
"Reclass","U","Update","Hold Class","E6BB0403","313/6/14-14","SEASON","DIST-OPEN","BRA503","2026-02-05 04:39:09.411"
"Reclass","U","Update","Hold Class","E6BB0403","306/8/6-14","GROUP","DIST-OPEN","BRA509","2026-01-25 08:32:23.845"
"Reclass","U","Update","Hold Class","E6BB0404","305/9/17-20","GROUP","DIST-OPEN","BRA501","2025-12-23 19:27:03.924"
"Reclass","U","Update","Hold Class","E6BB0404","401/8/20-24","GROUP","DIST-OPEN","BRA501","2026-03-16 22:25:39.612"
"Reclass","U","Update","Hold Class","E6BB0404","215/10/3-4","DIST-OPEN","HOLD","BRA504","2026-01-25 13:38:29.811"
"Reclass","U","Update","Hold Class","E6BB0404","408/8/3-3","DIST-OPEN","HOLD","BRA503","2025-11-10 22:09:27.418"
"Reclass","U","Update","Hold Class","E6BB0404","101/2/19-27","HOLD","COMP","BRA504","2025-11-14 11:31:00.600"
"Reclass","U","Update","Hold Class","E6BB0404","120/10/14-16","SEASON","DIST-OPEN","BRA505","2026-03-13 07:17:21.159"
"Reclass","U","Update","Hold Class","E6BB0404","120/6/13-19","DIST-OPEN","HOLD","BRA510","2025-12-28 12:00:41.211"
"Reclass","U","Update","Hold Class","E6BB0404","217/2/12-18","DIST-OPEN","HOLD","BRA501","2026-03-01 16:37:02.210"
"Reclass","U","Update","Hold Class","E6BB0404","404/7/12-13","HOLD","DIST-OPEN","BRA509","2026-01-22 22:35:00.981"
"Reclass","U","Update","Hold Class","E6BB0404","108/6/3-10","HOLD","DIST-OPEN","BRA500","2026-02-12 07:12:42.008"
"Reclass","U","Update","Hold Class","E6BB0404","111/6/9-9","SEASON","DIST-OPEN","BRA507","2026-02-16 08:51:01.776"
"Reclass","U","Update","Hold Class","E6BB0404","106/4/13-17","HOLD","COMP","BRA509","2025-12-18 13:37:49.178"
"Reclass","U","Update","Hold Class","E6BB0404","315/1/2-4","DIST-OPEN","HOLD","BRA506","2025-11-18 19:33:33.819"
"Reclass","U","Update","Hold Class","E6BB0404","202/8/16-16","DIST-OPEN","HOLD","BRA506","2026-02-12 01:07:22.956"
"Reclass","U","Update","Hold Class","E6BB0404","311/1/4-8","DIST-OPEN","HOLD","BRA503","2026-02-15 10:58:14.033"
"Reclass","U","Update","Hold Class","E6BB0404","119/7/2-2","DIST-OPEN","HOLD","BRA506","2025-12-07 15:07:30.103"
"Reclass","U","Update","Hold Class","E6BB0404","114/10/11-14","DIST-OPEN","HOLD","BRA504","2026-02-14 19:15:22.610"
"Reclass","U","Update","Hold Class","E6BB0404","309/1/14-20","SEASON","DIST-OPEN","BRA506","2026-03-13 08:19:45.795"
"Reclass","U","Update","Hold Class","E6BB0404","409/5/16-16","DIST-OPEN","HOLD","BRA507","2026-02-02 16:54:17.234"
"Reclass","U","Update","Hold Class","E6BB0404","114/7/2-6","DIST-OPEN","HOLD","BRA507","2026-01-24 22:17:20.068"
"Reclass","U","Update","Hold Class","E6BB0404","316/5/7-8","HOLD","DIST-OPEN","BRA508","2025-12-16 08:19:10.934"
"Reclass","U","Update","Hold Class","E6BB0404","113/5/7-14","GROUP","DIST-OPEN","BRA502","2025-11-19 20:30:24.962"
"Reclass","U","Update","Hold Class","E6BB0404","212/2/17-17","SEASON","DIST-OPEN","BRA509","2026-01-23 05:11:24.758"
"Reclass","U","Update","Hold Class","E6BB0405","207/3/20-21","HOLD","DIST-OPEN","BRA501","2026-02-26 18:11:08.160"
"Reclass","U","Update","Hold Class","E6BB0405","109/3/4-11","HOLD","COMP","BRA505","2025-12-06 07:00:16.458"
"Reclass","U","Update","Hold Class","E6BB0405","313/1/2-4","HOLD","COMP","BRA501","2025-12-30 14:15:58.034"
"Reclass","U","Update","Hold Class","E6BB0405","307/4/2-8","SEASON","DIST-OPEN","BRA501","2026-03-12 07:53:28.543"
"Reclass","U","Update","Hold Class","E6BB0405","207/8/6-8","HOLD","DIST-OPEN","BRA510","2026-03-15 20:33:06.028"
"Reclass","U","Update","Hold Class","E6BB0405","107/10/7-10","HOLD","DIST-OPEN","BRA503","2025-11-16 14:42:28.752"
"Reclass","U","Update","Hold Class","E6BB0405","120/3/5-12","SEASON","DIST-OPEN","BRA509","2026-02-03 22:32:56.851"
"Reclass","U","Update","Hold Class","E6BB0405","320/8/13-15","HOLD","COMP","BRA505","2026-03-16 09:32:20.218"
"Reclass","U","Update","Hold Class","E6BB0405","110/6/4-6","HOLD","COMP","BRA503","2026-01-24 02:43:02.595"
"Reclass","U","Update","Hold Class","E6BB0405","406/9/13-21","HOLD","COMP","BRA505","2025-11-30 03:31:49.119"
"Reclass","U","Update","Hold Class","E6BB0405","406/6/14-14","GROUP","DIST-OPEN","BRA503","2026-01-28 11:27:01.158"
"Reclass","U","Update","Hold Class","E6BB0405","105/9/8-10","GROUP","DIST-OPEN","BRA505","2026-02-09 07:29:17.719"
"Reclass","U","Update","Hold Class","E6BB0405","314/6/19-24","HOLD","DIST-OPEN","BRA503","2025-11-13 23:39:06.493"
"Reclass","U","Update","Hold Class","E6BB0405","317/1/13-17","DIST-OPEN","HOLD","BRA506","2025-11-30 03:56:43.283"
"Reclass","U","Update","Hold Class","E6BB0405","303/6/19-27","SEASON","DIST-OPEN","BRA509","2026-01-16 11:55:14.022"
"Reclass","U","Update","Hold Class","E6BB0405","317/2/20-23","DIST-OPEN","HOLD","BRA507","2025-12-11 12:04:08.342"
"Reclass","U","Update","Hold Class","E6BB0405","211/10/1-9","HOLD","COMP","BRA501","2026-03-22 02:18:05.673"
"Reclass","U","Update","Hold Class","E6BB0405","313/1/13-19","DIST-OPEN","HOLD","BRA502","2025-12-18 00:40:41.285"
"Reclass","U","Update","Hold Class","E6BB0406","406/6/8-8","DIST-OPEN","HOLD","BRA509","2025-11-27 06:47:50.421"
"Reclass","U","Update","Hold Class","E6BB0406","107/7/17-23","DIST-OPEN","HOLD","BRA506","2025-12-11 09:50:17.555"
"Reclass","U","Update","Hold Class","E6BB0406","403/5/18-20","GROUP","DIST-OPEN","BRA500","2026-03-06 01:50:34.349"
"Reclass","U","Update","Hold Class","E6BB0406","402/2/9-14","SEASON","DIST-OPEN","BRA508","2025-12-29 13:35:28.505"
"Reclass","U","Update","Hold Class","E6BB0406","216/5/5-11","GROUP","DIST-OPEN","BRA507","2026-01-16 13:09:02.335"
"Reclass","U","Update","Hold Class","E6BB0406","311/1/5-9","SEASON","DIST-OPEN","BRA503","2026-01-11 17:29:59.932"
"Reclass","U","Update","Hold Class","E6BB0406","404/6/18-22","SEASON","DIST-OPEN","BRA506","2026-02-25 18:37:11.947"
"Reclass","U","Update","Hold Class","E6BB0406","206/5/15-16","HOLD","DIST-OPEN","BRA506","2025-11-19 09:54:00.525"
"Reclass","U","Update","Hold Class","E6BB0406","110/10/5-12","SEASON","DIST-OPEN","BRA504","2026-03-12 02:21:07.253"
"Reclass","U","Update","Hold Class","E6BB0406","408/1/17-19","HOLD","DIST-OPEN","BRA502","2025-12-23 09:10:17.233"
"Reclass","U","Update","Hold Class","E6BB0406","216/1/16-22","GROUP","DIST-OPEN","BRA505","2026-02-03 20:25:08.214"
"Reclass","U","Update","Hold Class","E6BB0406","116/9/19-19","SEASON","DIST-OPEN","BRA503","2026-03-25 13:45:41.590"
"Reclass","U","Update","Hold Class","E6BB0406","313/2/7-7","SEASON","DIST-OPEN","BRA508","2026-04-02 14:22:10.696"
"Reclass","U","Update","Hold Class","E6BB0406","407/8/18-22","HOLD","DIST-OPEN","BRA500","2025-12-29 13:10:38.464"
"Reclass","U","Update","Hold Class","E6BB0406","313/4/5-6","GROUP","DIST-OPEN","BRA505","2025-11-28 09:44:02.395"
"Reclass","U","Update","Hold Class","E6BB0406","303/3/7-13","DIST-OPEN","HOLD","BRA510","2026-02-27 22:09:11.855"
"Reclass","U","Update","Hold Class","E6BB0406","118/5/8-10","HOLD","DIST-OPEN","BRA508","2025-12-27 02:54:24.424"
"Reclass","U","Update","Hold Class","E6BB0406","110/3/4-12","SEASON","DIST-OPEN","BRA505","2026-03-11 19:51:56.675"
"Reclass","U","Update","Hold Class","E6BB0406","201/6/5-9","DIST-OPEN","HOLD","BRA506","2025-12-19 06:34:32.833"
"Reclass","U","Update","Hold Class","E6BB0406","101/2/13-13","GROUP","DIST-OPEN","BRA503","2026-03-13 15:38:12.544"
"Reclass","U","Update","Hold Class","E6BB0406","113/9/3-7","HOLD","COMP","BRA501","2026-01-08 12:47:48.213"
"Reclass","U","Update","Hold Class","E6BB0406","314/4/6-10","GROUP","DIST-OPEN","BRA503","2026-02-21 13:07:16.474"
"Reclass","U","Update","Hold Class","E6BB0406","303/3/19-24","DIST-OPEN","HOLD","BRA501","2026-02-24 14:02:34.474"
"Reclass","U","Update","Hold Class","E6BB0406","316/5/4-7","HOLD","COMP","BRA501","2026-01-22 01:12:00.591"
"Reclass","U","Update","Hold Class","E6BB0406","403/3/15-16","GROUP","DIST-OPEN","BRA505","2026-01-19 02:06:57.229"
"Reclass","U","Update","Hold Class","E6BB0406","303/8/6-14","HOLD","DIST-OPEN","BRA502","2026-01-09 10:10:19.595"
"Reclass","U","Update","Hold Class","E6BB0406","112/2/15-21","HOLD","DIST-OPEN","BRA504","2026-02-24 01:41:41.224"
"Reclass","U","Update","Hold Class","E6BB0408","205/2/15-23","HOLD","DIST-OPEN","BRA505","2025-12-08 13:10:09.902"
"Reclass","U","Update","Hold Class","E6BB0408","202/6/6-10","GROUP","DIST-OPEN","BRA509","2025-11-21 22:15:26.914"
"Reclass","U","Update","Hold Class","E6BB0408","118/6/12-12","SEASON","DIST-OPEN","BRA509","2025-12-01 22:21:06.157"
"Reclass","U","Update","Hold Class","E6BB0408","207/10/19-20","GROUP","DIST-OPEN","BRA506","2026-01-28 13:48:49.676"
"Reclass","U","Update","Hold Class","E6BB0408","302/8/13-14","HOLD","DIST-OPEN","BRA510","2026-01-25 18:38:40.684"
"Reclass","U","Update","Hold Class","E6BB0408","301/2/6-8","HOLD","COMP","BRA500","2025-12-30 06:08:53.188"
"Reclass","U","Update","Hold Class","E6BB0408","113/5/2-10","GROUP","DIST-OPEN","BRA503","2025-12-07 05:02:32.740"
