"event_name","section_name","row_name","seat_num","num_seats","class_name","status","add_datetime"
"E6BB0424","110","1",12,1,"SEASON","SOLD","2025-10-21 00:14:48.601"
"E6BB0424","318","6",21,1,"GROUP","HELD",NA
"E6BB0424","112","6",6,1,"DIST-OPEN","available",NA
"E6BB0424","107","4",3,1,"DIST-OPEN","COMP","2026-03-14 17:06:26.140"
"E6BB0424","410","5",21,1,"HOLD","HELD",NA
"E6BB0424","318","10",8,1,"DIST-OPEN","available",NA
"E6BB0424","207","6",4,1,"HOLD","HELD",NA
"E6BB0424","216","7",2,1,"DIST-OPEN","available",NA
"E6BB0424","212","9",4,1,"DIST-OPEN","available",NA
"E6BB0424","206","2",2,1,"DIST-OPEN","available",NA
"E6BB0424","407","9",10,1,"DIST-OPEN","available",NA
"E6BB0424","214","1",15,1,"HOLD","HELD",NA
"E6BB0424","107","1",20,1,"SEASON","SOLD","2025-10-20 03:45:40.264"
"E6BB0424","118","8",15,1,"SEASON","SOLD","2025-10-18 18:06:45.017"
"E6BB0424","320","4",19,1,"SEASON","SOLD","2025-10-15 10:26:13.463"
"E6BB0424","313","3",15,1,"DIST-OPEN","COMP","2026-02-15 00:02:02.566"
"E6BB0424","201","3",15,1,"COMP","COMP","2026-03-23 14:19:34.938"
"E6BB0424","109","9",4,1,"DIST-OPEN","available",NA
"E6BB0424","409","5",16,1,"SEASON","SOLD","2025-10-11 21:38:44.261"
"E6BB0424","119","9",24,1,"SEASON","SOLD","2025-10-25 03:01:35.221"
"E6BB0424","118","1",6,1,"COMP","HELD",NA
"E6BB0424","111","6",16,1,"DIST-OPEN","available",NA
"E6BB0424","116","3",14,1,"DIST-OPEN","available",NA
"E6BB0424","318","10",17,1,"HOLD","HELD",NA
"E6BB0424","407","3",24,1,"GROUP","HELD",NA
"E6BB0424","403","10",21,1,"DIST-OPEN","SOLD","2026-01-30 18:47:53.410"
"E6BB0424","101","3",13,1,"HOLD","HELD",NA
"E6BB0424","310","8",17,1,"DIST-OPEN","available",NA
"E6BB0424","120","9",2,1,"SEASON","SOLD","2025-10-12 17:23:50.567"
"E6BB0424","101","2",5,1,"SEASON","SOLD","2025-10-07 23:27:37.310"
"E6BB0424","318","3",23,1,"SEASON","SOLD","2025-10-11 09:33:16.826"
"E6BB0424","203","5",15,1,"HOLD","HELD",NA
"E6BB0424","311","8",8,1,"GROUP","HELD",NA
"E6BB0424","211","5",20,1,"DIST-OPEN","available",NA
"E6BB0424","308","2",13,1,"SEASON","SOLD","2025-10-14 06:57:09.369"
"E6BB0424","309","6",8,1,"DIST-OPEN","available",NA
"E6BB0424","104","3",15,1,"DIST-OPEN","SOLD","2026-03-04 14:18:46.498"
"E6BB0424","220","6",24,1,"DIST-OPEN","available",NA
"E6BB0424","110","7",11,1,"DIST-OPEN","available",NA
"E6BB0424","304","9",18,1,"SEASON","SOLD","2025-10-07 07:21:20.922"
"E6BB0424","307","3",14,1,"DIST-OPEN","SOLD","2025-11-25 07:08:10.445"
"E6BB0424","210","10",19,1,"GROUP","HELD",NA
"E6BB0424","114","4",24,1,"DIST-OPEN","available",NA
"E6BB0424","405","5",16,1,"DIST-OPEN","available",NA
"E6BB0424","119","8",22,1,"HOLD","HELD",NA
"E6BB0424","302","8",18,1,"DIST-OPEN","SOLD","2025-12-08 17:21:05.987"
"E6BB0424","312","9",11,1,"DIST-OPEN","SOLD","2026-02-04 01:06:37.700"
"E6BB0424","406","6",4,1,"DIST-OPEN","SOLD","2026-02-10 09:36:55.874"
"E6BB0424","203","3",2,1,"SEASON","SOLD","2025-10-26 20:22:24.576"
"E6BB0424","113","4",18,1,"SEASON","SOLD","2025-10-13 16:41:53.995"
"E6BB0424","220","1",10,1,"SEASON","SOLD","2025-10-14 06:14:02.086"
"E6BB0424","302","10",5,1,"SEASON","SOLD","2025-10-15 22:55:44.480"
"E6BB0424","202","10",14,1,"COMP","HELD",NA
"E6BB0424","215","10",17,1,"DIST-OPEN","available",NA
"E6BB0424","202","5",18,1,"DIST-OPEN","SOLD","2025-12-28 16:04:08.039"
"E6BB0424","315","5",8,1,"DIST-OPEN","SOLD","2026-03-12 09:42:58.011"
"E6BB0424","319","6",17,1,"SEASON","SOLD","2025-10-11 16:37:57.439"
"E6BB0424","103","10",1,1,"COMP","HELD",NA
"E6BB0424","113","2",14,1,"COMP","HELD",NA
"E6BB0424","301","1",1,1,"SEASON","SOLD","2025-10-18 12:15:36.069"
"E6BB0424","110","2",21,1,"DIST-OPEN","available",NA
"E6BB0424","318","2",7,1,"HOLD","HELD",NA
"E6BB0424","112","2",17,1,"DIST-OPEN","SOLD","2026-03-12 12:10:56.433"
"E6BB0424","107","4",24,1,"COMP","HELD",NA
"E6BB0424","410","3",4,1,"SEASON","SOLD","2025-10-12 13:09:55.937"
"E6BB0424","318","9",18,1,"SEASON","SOLD","2025-10-24 11:11:55.042"
"E6BB0424","207","6",17,1,"HOLD","HELD",NA
"E6BB0424","216","10",21,1,"SEASON","SOLD","2025-10-15 14:12:06.292"
"E6BB0424","212","10",15,1,"DIST-OPEN","available",NA
"E6BB0424","206","5",14,1,"SEASON","SOLD","2025-10-04 22:30:36.801"
"E6BB0424","407","10",7,1,"DIST-OPEN","COMP","2026-03-08 17:32:17.329"
"E6BB0424","214","10",21,1,"DIST-OPEN","SOLD","2026-03-13 20:58:10.612"
"E6BB0424","107","7",22,1,"DIST-OPEN","SOLD","2025-12-06 03:22:07.049"
"E6BB0424","118","9",14,1,"DIST-OPEN","SOLD","2026-04-07 06:42:17.373"
"E6BB0424","320","2",18,1,"DIST-OPEN","available",NA
"E6BB0424","313","3",7,1,"SEASON","SOLD","2025-10-31 05:46:23.133"
"E6BB0424","201","2",3,1,"DIST-OPEN","SOLD","2026-02-20 14:38:57.547"
"E6BB0424","109","5",2,1,"DIST-OPEN","available",NA
"E6BB0424","409","3",23,1,"DIST-OPEN","available",NA
"E6BB0424","119","8",3,1,"DIST-OPEN","SOLD","2026-02-12 01:01:36.559"
"E6BB0424","118","8",1,1,"DIST-OPEN","available",NA
"E6BB0424","111","7",12,1,"DIST-OPEN","available",NA
"E6BB0424","116","3",12,1,"SEASON","SOLD","2025-10-05 07:17:39.346"
"E6BB0424","318","7",13,1,"SEASON","SOLD","2025-10-14 17:22:15.605"
"E6BB0424","407","8",10,1,"DIST-OPEN","available",NA
"E6BB0424","403","9",23,1,"DIST-OPEN","SOLD","2026-02-26 18:44:24.161"
"E6BB0424","101","8",7,1,"DIST-OPEN","available",NA
"E6BB0424","310","6",14,1,"DIST-OPEN","SOLD","2026-02-17 02:11:38.394"
"E6BB0424","120","9",24,1,"SEASON","SOLD","2025-10-28 07:46:30.622"
"E6BB0424","101","8",12,1,"SEASON","SOLD","2025-10-19 08:30:51.558"
"E6BB0424","318","1",20,1,"SEASON","SOLD","2025-10-27 08:18:35.820"
"E6BB0424","203","3",8,1,"HOLD","HELD",NA
"E6BB0424","311","7",10,1,"DIST-OPEN","available",NA
"E6BB0424","211","4",23,1,"COMP","HELD",NA
"E6BB0424","308","7",15,1,"DIST-OPEN","available",NA
"E6BB0424","309","3",21,1,"DIST-OPEN","available",NA
"E6BB0424","104","7",10,1,"HOLD","HELD",NA
"E6BB0424","220","9",17,1,"DIST-OPEN","available",NA
"E6BB0424","110","8",9,1,"SEASON","SOLD","2025-10-29 07:15:59.341"
"E6BB0424","304","6",12,1,"SEASON","SOLD","2025-10-27 07:35:45.669"
"E6BB0424","307","4",13,1,"HOLD","HELD",NA
"E6BB0424","210","7",20,1,"DIST-OPEN","SOLD","2026-02-23 09:38:33.407"
"E6BB0424","114","5",4,1,"DIST-OPEN","SOLD","2026-01-18 22:01:08.003"
"E6BB0424","405","2",1,1,"DIST-OPEN","available",NA
"E6BB0424","119","4",20,1,"DIST-OPEN","SOLD","2026-01-02 18:00:25.173"
"E6BB0424","302","10",9,1,"HOLD","HELD",NA
"E6BB0424","312","4",18,1,"SEASON","SOLD","2025-10-05 01:25:07.627"
"E6BB0424","406","7",13,1,"SEASON","SOLD","2025-10-18 23:56:13.280"
"E6BB0424","203","6",14,1,"SEASON","SOLD","2025-10-23 23:10:34.115"
"E6BB0424","113","7",14,1,"DIST-OPEN","available",NA
"E6BB0424","220","10",24,1,"DIST-OPEN","COMP","2026-01-24 19:34:37.948"
"E6BB0424","302","8",21,1,"DIST-OPEN","COMP","2026-02-23 13:04:42.494"
"E6BB0424","202","10",11,1,"DIST-OPEN","SOLD","2026-04-17 10:29:23.967"
"E6BB0424","215","6",14,1,"HOLD","HELD",NA
"E6BB0424","202","9",13,1,"DIST-OPEN","available",NA
"E6BB0424","315","9",24,1,"SEASON","SOLD","2025-10-25 12:13:38.832"
"E6BB0424","319","2",10,1,"DIST-OPEN","COMP","2026-02-01 10:08:16.993"
"E6BB0424","103","8",24,1,"SEASON","SOLD","2025-10-26 08:43:10.191"
"E6BB0424","113","1",19,1,"DIST-OPEN","available",NA
"E6BB0424","301","7",14,1,"DIST-OPEN","SOLD","2025-12-20 04:25:10.320"
"E6BB0424","110","6",23,1,"SEASON","SOLD","2025-10-27 20:44:18.028"
"E6BB0424","318","10",20,1,"SEASON","SOLD","2025-10-27 10:47:50.058"
"E6BB0424","112","9",16,1,"SEASON","SOLD","2025-10-24 13:59:09.723"
"E6BB0424","107","4",12,1,"SEASON","SOLD","2025-10-22 03:51:32.076"
"E6BB0424","410","6",5,1,"COMP","HELD",NA
"E6BB0424","318","2",13,1,"DIST-OPEN","available",NA
"E6BB0424","207","6",12,1,"DIST-OPEN","SOLD","2025-12-04 10:43:58.536"
"E6BB0424","216","4",13,1,"DIST-OPEN","SOLD","2026-03-26 13:49:05.169"
"E6BB0424","212","2",20,1,"DIST-OPEN","available",NA
"E6BB0424","206","6",11,1,"DIST-OPEN","available",NA
"E6BB0424","407","9",18,1,"SEASON","SOLD","2025-10-17 20:41:44.234"
"E6BB0424","214","6",22,1,"DIST-OPEN","SOLD","2025-12-23 17:02:59.443"
"E6BB0424","107","1",19,1,"DIST-OPEN","SOLD","2026-02-07 13:04:19.193"
"E6BB0424","118","6",2,1,"DIST-OPEN","available",NA
"E6BB0424","320","7",23,1,"DIST-OPEN","available",NA
"E6BB0424","313","8",20,1,"DIST-OPEN","available",NA
"E6BB0424","201","5",13,1,"SEASON","SOLD","2025-10-20 02:49:27.415"
"E6BB0424","109","1",19,1,"GROUP","COMP","2026-01-06 21:08:57.850"
"E6BB0424","409","10",12,1,"DIST-OPEN","SOLD","2025-12-26 00:11:56.788"
"E6BB0424","119","3",13,1,"DIST-OPEN","available",NA
"E6BB0424","118","10",21,1,"DIST-OPEN","SOLD","2025-12-31 23:45:10.597"
"E6BB0424","111","3",19,1,"DIST-OPEN","SOLD","2025-12-30 21:03:16.028"
"E6BB0424","116","9",5,1,"SEASON","SOLD","2025-10-30 01:09:50.454"
"E6BB0424","318","3",6,1,"DIST-OPEN","COMP","2026-02-27 12:40:14.953"
"E6BB0424","407","1",5,1,"DIST-OPEN","available",NA
"E6BB0424","403","1",21,1,"DIST-OPEN","available",NA
"E6BB0424","101","9",11,1,"SEASON","SOLD","2025-10-16 02:16:04.357"
"E6BB0424","310","9",23,1,"DIST-OPEN","SOLD","2026-03-26 02:00:38.091"
"E6BB0424","120","3",16,1,"COMP","HELD",NA
"E6BB0424","101","4",4,1,"SEASON","SOLD","2025-10-21 04:15:33.219"
"E6BB0424","318","9",10,1,"COMP","HELD",NA
"E6BB0424","203","1",10,1,"DIST-OPEN","SOLD","2026-01-20 20:23:31.088"
"E6BB0424","311","9",24,1,"DIST-OPEN","available",NA
"E6BB0424","211","8",23,1,"DIST-OPEN","SOLD","2026-03-16 05:33:09.639"
"E6BB0424","308","7",11,1,"SEASON","SOLD","2025-10-21 01:12:11.665"
"E6BB0424","309","9",19,1,"DIST-OPEN","COMP","2026-01-17 16:03:58.861"
"E6BB0424","104","3",23,1,"DIST-OPEN","available",NA
"E6BB0424","220","8",20,1,"SEASON","SOLD","2025-10-05 12:18:48.037"
"E6BB0424","110","6",1,1,"DIST-OPEN","available",NA
"E6BB0424","304","10",10,1,"DIST-OPEN","SOLD","2026-04-09 12:05:13.200"
"E6BB0424","307","3",13,1,"DIST-OPEN","SOLD","2025-12-21 22:36:39.600"
"E6BB0424","210","8",19,1,"COMP","HELD",NA
"E6BB0424","114","1",13,1,"HOLD","HELD",NA
"E6BB0424","405","5",17,1,"DIST-OPEN","available",NA
"E6BB0424","119","10",16,1,"HOLD","HELD",NA
"E6BB0424","302","1",14,1,"DIST-OPEN","available",NA
"E6BB0424","312","8",18,1,"HOLD","HELD",NA
"E6BB0424","406","1",4,1,"DIST-OPEN","available",NA
"E6BB0424","203","1",15,1,"HOLD","HELD",NA
"E6BB0424","113","8",1,1,"DIST-OPEN","available",NA
"E6BB0424","220","8",4,1,"DIST-OPEN","available",NA
"E6BB0424","302","2",14,1,"DIST-OPEN","SOLD","2026-02-06 10:00:32.568"
"E6BB0424","202","7",17,1,"COMP","HELD",NA
"E6BB0424","215","5",18,1,"COMP","HELD",NA
"E6BB0424","202","8",22,1,"DIST-OPEN","COMP","2026-03-21 18:31:28.685"
"E6BB0424","315","4",14,1,"COMP","HELD",NA
"E6BB0424","319","1",21,1,"DIST-OPEN","available",NA
"E6BB0424","103","1",5,1,"DIST-OPEN","available",NA
"E6BB0424","113","5",8,1,"DIST-OPEN","SOLD","2026-01-11 06:18:17.518"
"E6BB0424","301","6",6,1,"DIST-OPEN","available",NA
"E6BB0424","110","10",3,1,"COMP","HELD",NA
"E6BB0424","318","5",20,1,"DIST-OPEN","available",NA
"E6BB0424","112","2",5,1,"DIST-OPEN","available",NA
"E6BB0424","107","4",16,1,"DIST-OPEN","available",NA
"E6BB0424","410","3",11,1,"HOLD","HELD",NA
"E6BB0424","318","10",18,1,"COMP","HELD",NA
"E6BB0424","207","10",14,1,"DIST-OPEN","SOLD","2026-01-24 14:31:59.811"
"E6BB0424","216","10",3,1,"DIST-OPEN","available",NA
"E6BB0424","212","4",19,1,"COMP","COMP","2026-01-31 20:03:30.831"
"E6BB0424","206","9",13,1,"SEASON","SOLD","2025-10-20 01:21:37.696"
"E6BB0424","407","7",11,1,"SEASON","SOLD","2025-10-13 08:19:28.164"
"E6BB0424","214","1",11,1,"DIST-OPEN","available",NA
"E6BB0424","107","10",2,1,"DIST-OPEN","available",NA
"E6BB0424","118","5",24,1,"DIST-OPEN","SOLD","2025-12-20 19:00:27.112"
"E6BB0424","320","1",17,1,"GROUP","HELD",NA
"E6BB0424","313","6",7,1,"DIST-OPEN","available",NA
"E6BB0424","201","4",1,1,"DIST-OPEN","SOLD","2026-01-12 15:13:47.404"
"E6BB0424","109","2",9,1,"SEASON","SOLD","2025-10-30 06:22:41.255"
"E6BB0424","409","8",19,1,"DIST-OPEN","available",NA
"E6BB0424","119","9",23,1,"HOLD","HELD",NA
"E6BB0424","118","9",2,1,"DIST-OPEN","available",NA
"E6BB0424","111","3",18,1,"SEASON","SOLD","2025-10-22 15:27:13.519"
"E6BB0424","116","3",14,1,"HOLD","HELD",NA
"E6BB0424","318","7",8,1,"COMP","HELD",NA
"E6BB0424","407","4",12,1,"DIST-OPEN","available",NA
"E6BB0424","403","6",18,1,"DIST-OPEN","SOLD","2026-04-08 12:46:19.150"
"E6BB0424","101","2",3,1,"COMP","HELD",NA
"E6BB0424","310","4",19,1,"DIST-OPEN","available",NA
"E6BB0424","120","1",13,1,"DIST-OPEN","SOLD","2025-11-17 06:10:59.767"
"E6BB0424","101","5",10,1,"COMP","HELD",NA
"E6BB0424","318","3",16,1,"DIST-OPEN","COMP","2026-01-31 23:03:47.876"
"E6BB0424","203","3",15,1,"COMP","HELD",NA
"E6BB0424","311","9",9,1,"GROUP","HELD",NA
"E6BB0424","211","3",9,1,"SEASON","SOLD","2025-10-19 10:56:37.149"
"E6BB0424","308","10",4,1,"COMP","HELD",NA
"E6BB0424","309","4",13,1,"DIST-OPEN","available",NA
"E6BB0424","104","5",22,1,"DIST-OPEN","SOLD","2026-01-12 21:51:14.922"
"E6BB0424","220","7",19,1,"COMP","COMP","2026-03-13 15:12:51.783"
"E6BB0424","110","4",10,1,"DIST-OPEN","available",NA
"E6BB0424","304","6",15,1,"GROUP","HELD",NA
"E6BB0424","307","10",14,1,"SEASON","SOLD","2025-10-15 08:37:02.014"
"E6BB0424","210","7",20,1,"HOLD","HELD",NA
"E6BB0424","114","9",23,1,"DIST-OPEN","available",NA
"E6BB0424","405","9",15,1,"HOLD","HELD",NA
"E6BB0424","119","9",14,1,"GROUP","HELD",NA
"E6BB0424","302","7",22,1,"DIST-OPEN","SOLD","2026-03-09 17:52:05.684"
"E6BB0424","312","1",22,1,"DIST-OPEN","SOLD","2026-02-27 11:02:42.965"
"E6BB0424","406","1",19,1,"DIST-OPEN","available",NA
"E6BB0424","203","5",23,1,"DIST-OPEN","available",NA
"E6BB0424","113","3",10,1,"GROUP","COMP","2026-02-21 03:45:37.571"
"E6BB0424","220","3",9,1,"DIST-OPEN","SOLD","2026-04-03 13:44:18.439"
"E6BB0424","302","4",13,1,"HOLD","HELD",NA
"E6BB0424","202","1",10,1,"DIST-OPEN","SOLD","2026-02-20 06:03:38.956"
"E6BB0424","215","6",15,1,"DIST-OPEN","available",NA
"E6BB0424","202","7",2,1,"DIST-OPEN","available",NA
"E6BB0424","315","5",9,1,"DIST-OPEN","SOLD","2026-01-02 09:52:37.328"
"E6BB0424","319","9",19,1,"SEASON","SOLD","2025-10-04 15:14:22.349"
"E6BB0424","103","6",19,1,"DIST-OPEN","available",NA
"E6BB0424","113","4",1,1,"DIST-OPEN","available",NA
"E6BB0424","301","1",15,1,"DIST-OPEN","available",NA
"E6BB0424","110","9",19,1,"HOLD","HELD",NA
"E6BB0424","318","4",22,1,"GROUP","HELD",NA
"E6BB0424","112","10",15,1,"DIST-OPEN","available",NA
"E6BB0424","107","2",8,1,"DIST-OPEN","available",NA
"E6BB0424","410","1",2,1,"DIST-OPEN","SOLD","2026-04-19 00:42:06.510"
"E6BB0424","318","2",3,1,"DIST-OPEN","SOLD","2026-04-14 14:49:35.060"
"E6BB0424","207","6",10,1,"DIST-OPEN","available",NA
"E6BB0424","216","9",2,1,"SEASON","SOLD","2025-10-08 02:01:45.298"
"E6BB0424","212","10",1,1,"SEASON","SOLD","2025-10-19 13:07:42.335"
"E6BB0424","206","1",24,1,"DIST-OPEN","SOLD","2026-02-20 05:06:08.148"
"E6BB0424","407","10",5,1,"HOLD","HELD",NA
"E6BB0424","214","1",15,1,"DIST-OPEN","available",NA
"E6BB0424","107","10",10,1,"GROUP","HELD",NA
"E6BB0424","118","3",19,1,"HOLD","HELD",NA
"E6BB0424","320","7",3,1,"SEASON","SOLD","2025-10-26 10:38:34.350"
"E6BB0424","313","4",11,1,"DIST-OPEN","available",NA
"E6BB0424","201","8",14,1,"HOLD","HELD",NA
"E6BB0424","109","8",21,1,"DIST-OPEN","SOLD","2026-03-22 02:23:21.511"
"E6BB0424","409","6",11,1,"GROUP","COMP","2026-03-25 17:02:10.096"
"E6BB0424","119","2",9,1,"SEASON","SOLD","2025-10-14 17:08:10.875"
"E6BB0424","118","9",23,1,"HOLD","HELD",NA
"E6BB0424","111","4",11,1,"DIST-OPEN","SOLD","2026-04-01 14:57:26.756"
"E6BB0424","116","4",6,1,"DIST-OPEN","available",NA
"E6BB0424","318","8",13,1,"SEASON","SOLD","2025-10-24 07:26:42.222"
"E6BB0424","407","7",12,1,"DIST-OPEN","SOLD","2026-02-18 09:12:29.871"
"E6BB0424","403","1",5,1,"DIST-OPEN","available",NA
"E6BB0424","101","10",9,1,"DIST-OPEN","SOLD","2026-02-20 09:58:23.793"
"E6BB0424","310","6",4,1,"DIST-OPEN","SOLD","2026-01-21 06:25:18.738"
"E6BB0424","120","3",2,1,"DIST-OPEN","SOLD","2026-01-02 23:45:11.604"
"E6BB0424","101","1",20,1,"DIST-OPEN","available",NA
"E6BB0424","318","10",1,1,"DIST-OPEN","SOLD","2026-04-18 13:59:33.533"
"E6BB0424","203","1",6,1,"DIST-OPEN","COMP","2026-02-19 09:53:17.579"
"E6BB0424","311","8",7,1,"DIST-OPEN","available",NA
"E6BB0424","211","10",15,1,"DIST-OPEN","SOLD","2026-03-26 14:42:44.578"
"E6BB0424","308","10",17,1,"DIST-OPEN","available",NA
"E6BB0424","309","10",13,1,"GROUP","HELD",NA
"E6BB0424","104","9",17,1,"DIST-OPEN","available",NA
"E6BB0424","220","1",12,1,"DIST-OPEN","SOLD","2025-12-26 20:56:00.680"
"E6BB0424","110","2",22,1,"SEASON","SOLD","2025-10-05 11:59:38.734"
"E6BB0424","304","4",12,1,"DIST-OPEN","available",NA
"E6BB0424","307","7",1,1,"COMP","COMP","2026-02-24 12:07:02.184"
"E6BB0424","210","4",13,1,"SEASON","SOLD","2025-10-29 14:49:55.366"
"E6BB0424","114","10",9,1,"DIST-OPEN","SOLD","2026-01-14 04:07:28.085"
