"visitor_id","visit_id","event_name","event_date","first_hit_timestamp","purchase_id","purchased","section","row","price_location","num_seats","ticket_price","total_price","dist_open_count","cheapest_price","cheapest_pc_family","priciest_price","priciest_pc_family","avg_price"
"0863377336749440009-7708548861133565510-Web","0863377336749440009-7708548861133565510-Web-12-1774085702","E6BB0420","2026-04-20","2026-02-26 17:44:51",NA,FALSE,NA,NA,NA,NA,NA,NA,3114,42.95,"N",204.64,"C",87.11
"9895172327275082084-5483639987395250027-Web","9895172327275082084-5483639987395250027-Web-10-1775306766","E6BB0607","2026-06-07","2026-04-04 20:06:03",NA,FALSE,NA,NA,NA,NA,NA,NA,3345,27.43,"O",117.27,"A",76.09
"8579750543410644675-8643629492321695838-Web","8579750543410644675-8643629492321695838-Web-7-1774965907","E6BB0515","2026-05-15","2026-03-11 18:38:51","ATL:TM_38-68337/ATL-031126760",TRUE,"315","14","Standing Room",4,46.17,184.68,2386,12,"N",85.56,"D",43.85
"5599826287814609925-1524292057531165023-Web","5599826287814609925-1524292057531165023-Web-2-1774175546","E6BB0522","2026-05-22","2026-05-18 19:14:11",NA,FALSE,NA,NA,NA,NA,NA,NA,664,23.13,"M",146.47,"D",64.16
"7893455232255074156-8559202311664884595-Web","7893455232255074156-8559202311664884595-Web-7-1776551869","E6BB0412","2026-04-12","2026-02-26 17:13:00",NA,FALSE,NA,NA,NA,NA,NA,NA,1734,28.91,"N",126.84,"C",88.39
"8082779646975076428-1675720099422839137-Web","8082779646975076428-1675720099422839137-Web-8-1775760046","E6BB0423","2026-04-23","2026-04-14 17:46:13",NA,FALSE,NA,NA,NA,NA,NA,NA,1018,48.17,"M",139.26,"C",82.94
"0452234053427656792-9862769147100958698-Web","0452234053427656792-9862769147100958698-Web-8-1773009184","E6BB0502","2026-05-02","2026-04-22 11:31:13",NA,FALSE,NA,NA,NA,NA,NA,NA,1319,23.92,"K",165.58,"A",49.52
"4699681890278252968-7288869101259225953-Web","4699681890278252968-7288869101259225953-Web-6-1770369787","E6BB0509","2026-05-09","2026-05-04 13:36:06",NA,FALSE,NA,NA,NA,NA,NA,NA,1627,37.77,"J",176.75,"B",91.83
"5991098770065468390-7387993060312674166-Web","5991098770065468390-7387993060312674166-Web-7-1779239721","E6BB0417","2026-04-17","2026-03-24 17:07:33",NA,FALSE,NA,NA,NA,NA,NA,NA,1239,22.41,"O",102.73,"A",58.36
"3703861111787848306-7699971937903716336-Web","3703861111787848306-7699971937903716336-Web-10-1773363907","E6BB0426","2026-04-26","2026-04-25 17:35:42",NA,FALSE,NA,NA,NA,NA,NA,NA,529,42.68,"M",128.52,"B",63.83
"8158463087348103355-3800051764312834717-Web","8158463087348103355-3800051764312834717-Web-1-1776739347","E6BB0630","2026-06-30","2026-05-31 16:48:01",NA,FALSE,NA,NA,NA,NA,NA,NA,1252,23.03,"P",155.88,"B",79.54
"9646491474481211326-9382664382369830757-Web","9646491474481211326-9382664382369830757-Web-10-1773482075","E6BB0327","2026-03-27","2026-03-24 08:28:04",NA,FALSE,NA,NA,NA,NA,NA,NA,756,46.24,"M",102.75,"B",70.69
"8916688887986460672-3004738991559992336-Web","8916688887986460672-3004738991559992336-Web-3-1772957511","E6BB0411","2026-04-11","2026-03-24 16:12:40",NA,FALSE,NA,NA,NA,NA,NA,NA,1795,29.58,"M",182.17,"B",82.28
"1923758565215133764-8897192055632232184-Web","1923758565215133764-8897192055632232184-Web-4-1777552954","E6BB0529","2026-05-29","2026-05-23 17:40:45","ATL:TM_38-72417/ATL-052326882",TRUE,"116","5","Vista Baseline",4,46.93,187.72,1302,35.34,"K",210.13,"D",97.52
"7935428153225069858-6257174078006346028-Web","7935428153225069858-6257174078006346028-Web-9-1777355186","E6BB0628","2026-06-28","2026-06-09 19:35:04",NA,FALSE,NA,NA,NA,NA,NA,NA,827,34.37,"M",146.02,"B",97.56
"5294634585187400214-9863279868414984730-Web","5294634585187400214-9863279868414984730-Web-2-1777710519","E6BB0422","2026-04-22","2026-02-28 18:51:03",NA,FALSE,NA,NA,NA,NA,NA,NA,2968,28.52,"O",95.58,"E",59.93
"3367722750515797106-7278881992034765311-Web","3367722750515797106-7278881992034765311-Web-13-1771054370","E6BB0329","2026-03-29","2026-03-25 16:11:05",NA,FALSE,NA,NA,NA,NA,NA,NA,633,21.19,"O",91.39,"A",59.07
"9944611497180173262-5800646393459191483-Web","9944611497180173262-5800646393459191483-Web-14-1772939756","E6BB0624","2026-06-24","2026-06-17 19:34:28",NA,FALSE,NA,NA,NA,NA,NA,NA,937,40.92,"L",138.65,"E",97.72
"2989386525282931345-5359292994570784114-Web","2989386525282931345-5359292994570784114-Web-14-1778745182","E6BB0525","2026-05-25","2026-05-23 22:10:38",NA,FALSE,NA,NA,NA,NA,NA,NA,937,46.99,"N",148.7,"B",102.28
"9583816034335848194-2965027503757153955-Web","9583816034335848194-2965027503757153955-Web-8-1773019195","E6BB0508","2026-05-08","2026-04-21 16:25:42",NA,FALSE,NA,NA,NA,NA,NA,NA,1157,30.6,"J",141.59,"A",74.51
"1951879473608888086-0014514307769357010-Web","1951879473608888086-0014514307769357010-Web-1-1775878924","E6BB0707","2026-07-07","2026-07-07 11:17:27",NA,FALSE,NA,NA,NA,NA,NA,NA,1263,35.06,"M",110.79,"C",72.96
"6917070505206105376-9787533991351289718-Web","6917070505206105376-9787533991351289718-Web-10-1770345827","E6BB0415","2026-04-15","2026-04-03 16:06:07",NA,FALSE,NA,NA,NA,NA,NA,NA,1005,30.32,"O",146.67,"E",90.76
"6410998677481675349-4823345714413519117-Web","6410998677481675349-4823345714413519117-Web-10-1778017325","E6BB0514","2026-05-14","2026-04-22 14:00:23",NA,FALSE,NA,NA,NA,NA,NA,NA,2030,33.42,"L",105.23,"C",62.82
"7617584560980821410-6981245371126126513-Web","7617584560980821410-6981245371126126513-Web-3-1779573019","E6BB0629","2026-06-29","2026-06-08 17:14:27",NA,FALSE,NA,NA,NA,NA,NA,NA,1430,49.22,"N",202.25,"B",106.17
"6822825071469483684-7173215837801083435-Web","6822825071469483684-7173215837801083435-Web-13-1770333452","E6BB0403","2026-04-03","2026-03-30 16:27:10",NA,FALSE,NA,NA,NA,NA,NA,NA,1181,37.07,"K",154.48,"C",101.66
"6441692387069749136-1630291383202326319-Web","6441692387069749136-1630291383202326319-Web-5-1779123564","E6BB0615","2026-06-15","2026-05-11 21:47:04",NA,FALSE,NA,NA,NA,NA,NA,NA,2415,12,"M",133.24,"C",61.87
"3501957612152129892-3698851197696007960-Web","3501957612152129892-3698851197696007960-Web-4-1775034352","E6BB0704","2026-07-04","2026-07-04 17:20:34",NA,FALSE,NA,NA,NA,NA,NA,NA,967,48.79,"K",150.49,"C",88.35
"0671896424502518440-9006542966750721075-Web","0671896424502518440-9006542966750721075-Web-13-1778321114","E6BB0418","2026-04-18","2026-04-02 21:44:48",NA,FALSE,NA,NA,NA,NA,NA,NA,1963,17.21,"J",127.17,"D",65
"9329577012618266538-8512253191007189366-Web","9329577012618266538-8512253191007189366-Web-2-1771881223","E6BB0405","2026-04-05","2026-03-21 19:07:15",NA,FALSE,NA,NA,NA,NA,NA,NA,1207,31.96,"N",178.1,"D",69.38
"7442619790533560026-5211991155680819993-Web","7442619790533560026-5211991155680819993-Web-13-1779156116","E6BB0626","2026-06-26","2026-03-30 18:19:41",NA,FALSE,NA,NA,NA,NA,NA,NA,4364,21.17,"O",117.86,"A",73.49
"9663116786228066851-2775443789707205157-Web","9663116786228066851-2775443789707205157-Web-6-1771888069","E6BB0704","2026-07-04","2026-05-27 11:58:44",NA,FALSE,NA,NA,NA,NA,NA,NA,2184,20.91,"M",166.02,"C",70.86
"9422430216765665569-8239041404606590751-Web","9422430216765665569-8239041404606590751-Web-12-1776053876","E6BB0422","2026-04-22","2026-03-31 17:25:15",NA,FALSE,NA,NA,NA,NA,NA,NA,1993,27.44,"L",136.77,"B",69.64
"7124052483267647974-1236567150579893304-Web","7124052483267647974-1236567150579893304-Web-15-1775957205","E6BB0520","2026-05-20","2026-05-17 15:16:42",NA,FALSE,NA,NA,NA,NA,NA,NA,629,45.93,"M",217.01,"E",97.39
"1220838727910522849-7879083528185131365-Web","1220838727910522849-7879083528185131365-Web-10-1773168706","E6BB0711","2026-07-11","2026-05-11 18:33:46",NA,FALSE,NA,NA,NA,NA,NA,NA,2348,15.82,"L",152.96,"E",80.43
"8603895086356063357-8598577245307007724-Web","8603895086356063357-8598577245307007724-Web-7-1776472935","E6BB0502","2026-05-02","2026-03-17 20:33:59",NA,FALSE,NA,NA,NA,NA,NA,NA,1475,28.41,"K",99.95,"E",50.06
"5318175231874175017-4436201445332960205-Web","5318175231874175017-4436201445332960205-Web-15-1774964813","E6BB0329","2026-03-29","2026-03-16 19:16:55",NA,FALSE,NA,NA,NA,NA,NA,NA,1562,26.79,"M",184.87,"A",91.78
"3153789096683548100-0019182621853931287-Web","3153789096683548100-0019182621853931287-Web-5-1777892497","E6BB0406","2026-04-06","2025-12-24 17:58:15",NA,FALSE,NA,NA,NA,NA,NA,NA,3722,13.6,"O",129.92,"C",45.71
"6868996153242883622-2677967562649772645-Web","6868996153242883622-2677967562649772645-Web-15-1772108386","E6BB0421","2026-04-21","2026-03-06 16:30:57",NA,FALSE,NA,NA,NA,NA,NA,NA,1653,44.66,"L",118.7,"C",77.64
"4501772353627483802-3730166180114284031-Web","4501772353627483802-3730166180114284031-Web-1-1778492096","E6BB0414","2026-04-14","2026-02-12 15:11:27",NA,FALSE,NA,NA,NA,NA,NA,NA,2476,34.56,"M",133.95,"C",87.98
"2166724452241751187-4227475326414597150-Web","2166724452241751187-4227475326414597150-Web-2-1775081741","E6BB0523","2026-05-23","2026-05-03 15:17:00",NA,FALSE,NA,NA,NA,NA,NA,NA,725,54.17,"N",137.26,"D",106.37
"7421819536791398040-8963640774780874229-Web","7421819536791398040-8963640774780874229-Web-10-1771878523","E6BB0416","2026-04-16","2026-03-13 12:30:59",NA,FALSE,NA,NA,NA,NA,NA,NA,2124,27.29,"P",109.51,"C",67.45
"0095991045296733120-0188753910394751357-Web","0095991045296733120-0188753910394751357-Web-14-1779919795","E6BB0416","2026-04-16","2026-04-16 16:57:48",NA,FALSE,NA,NA,NA,NA,NA,NA,1487,42.19,"J",207.8,"D",104.02
"1638715944906800058-5496626219589618890-Web","1638715944906800058-5496626219589618890-Web-14-1771391421","E6BB0329","2026-03-29","2026-03-08 16:20:37",NA,FALSE,NA,NA,NA,NA,NA,NA,1339,40.8,"K",171.62,"B",87.92
"5255674126560010658-2943724440134877948-Web","5255674126560010658-2943724440134877948-Web-6-1772405867","E6BB0412","2026-04-12","2026-03-30 12:09:00",NA,FALSE,NA,NA,NA,NA,NA,NA,1183,47.65,"K",179.2,"E",89.66
"1169127103575337115-3830387356800022132-Web","1169127103575337115-3830387356800022132-Web-3-1771988302","E6BB0511","2026-05-11","2026-05-11 11:10:22",NA,FALSE,NA,NA,NA,NA,NA,NA,1101,27.79,"J",159.53,"A",50.54
"2755746633119693347-1167764342665214072-Web","2755746633119693347-1167764342665214072-Web-1-1772743718","E6BB0531","2026-05-31","2026-05-24 14:00:08",NA,FALSE,NA,NA,NA,NA,NA,NA,748,33.75,"O",100.67,"C",65.74
"1958452987871743817-6018730465933748983-Web","1958452987871743817-6018730465933748983-Web-4-1772563237","E6BB0711","2026-07-11","2026-06-16 13:06:39",NA,FALSE,NA,NA,NA,NA,NA,NA,1686,31.31,"J",89.17,"E",57.39
"5440311271108408270-1831808132649707626-Web","5440311271108408270-1831808132649707626-Web-3-1774588912","E6BB0609","2026-06-09","2026-05-25 14:53:15",NA,FALSE,NA,NA,NA,NA,NA,NA,1075,23.01,"N",179.02,"A",80.61
"5779392950053709209-2502433350229630921-Web","5779392950053709209-2502433350229630921-Web-13-1775933797","E6BB0415","2026-04-15","2026-04-05 13:46:32",NA,FALSE,NA,NA,NA,NA,NA,NA,845,36.67,"L",129.21,"C",59.48
"4041500116856030223-1549756595841419015-Web","4041500116856030223-1549756595841419015-Web-2-1777896196","E6BB0426","2026-04-26","2026-03-25 14:21:44",NA,FALSE,NA,NA,NA,NA,NA,NA,2262,39.45,"K",187.54,"A",77.98
"7897364855074099655-0767383464361566432-Web","7897364855074099655-0767383464361566432-Web-5-1770524628","E6BB0614","2026-06-14","2026-06-07 20:41:57",NA,FALSE,NA,NA,NA,NA,NA,NA,1371,36.59,"M",98.37,"B",57.26
